,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
3578,Toyota,Innova2.5 GX 8 STR BS IV,831999,2012,Mumbai,Diesel,85100,Manual,1,18507
3579,Maruti,SwiftVXI OPT,491299,2016,Mumbai,Petrol,55691,Manual,2,10929
3580,Maruti,ErtigaZDI SHVS,895199,2016,Mumbai,Diesel,51019,Manual,1,19913
3581,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1061799,2017,Mumbai,Petrol,67688,Automatic,1,23619
3582,Maruti,CelerioVXI AMT,427499,2015,Mumbai,Petrol,67619,Automatic,2,9509
3583,Hyundai,Santro XingGL PLUS LPG,184099,2012,Mumbai,Petrol + LPG,118882,Manual,3,4095
3584,Ford,Ecosport1.5TITANIUM TDCI,565499,2015,Mumbai,Diesel,92884,Manual,1,12579
3585,Hyundai,Elite i20SPORTZ 1.4,544799,2014,Mumbai,Diesel,912380,Manual,1,12119
3586,Hyundai,Creta1.6 CRDI SX PLUS AUTO,941799,2015,Mumbai,Diesel,72465,Automatic,2,20950
3587,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,857275,2016,Mumbai,Diesel,65905,Manual,1,19070
3588,Honda,WR-V1.2 i-VTEC VX MT,719299,2017,Mumbai,Petrol,99996,Manual,1,16000
3589,Hyundai,VernaFLUIDIC 1.6 SX VTVT,442299,2013,Mumbai,Petrol,130768,Manual,1,9839
3590,Toyota,Innova Crysta2.4 VX 8 STR,1396499,2017,Mumbai,Diesel,152809,Manual,1,31064
3591,Honda,Mobilio1.5 V I DTEC,491999,2015,Mumbai,Diesel,221004,Manual,1,10944
3592,Skoda,Rapid1.5 TDI MT Ambition Plus,367199,2014,Mumbai,Diesel,153143,Manual,1,8168
3593,Mahindra,ScorpioS10,778299,2014,Mumbai,Diesel,156184,Manual,1,17313
3594,Toyota,Innova Crysta2.8 ZX AT 7 STR,1737699,2016,Mumbai,Diesel,162650,Automatic,1,38654
3595,Mahindra,TUV300T8,650000,2015,Mumbai,Diesel,130445,Manual,1,14459
3596,Maruti,New  Wagon-RZXI 1.2,611999,2020,Mumbai,Petrol,17310,Manual,1,13614
3597,Hyundai,Elite i20ASTA 1.2,583199,2015,Mumbai,Petrol,36667,Manual,1,12973
3598,Maruti,Alto K10VXI,162199,2012,Mumbai,Petrol,21023,Manual,2,3608
3599,Hyundai,AccentGLE,150000,2011,Mumbai,Petrol,68002,Manual,1,3337
3600,Toyota,EtiosV,308599,2013,Mumbai,Petrol,35973,Manual,3,6865
3601,Maruti,CelerioZXI OPT,350699,2014,Mumbai,Petrol,30338,Manual,1,7801
3602,Honda,Amaze1.2 EXMT I VTEC,382999,2013,Mumbai,Petrol,14671,Manual,1,8520
3603,Hyundai,i20ASTA 1.2,268099,2011,Mumbai,Petrol,38262,Manual,1,5964
3604,Hyundai,New ElantraS 1.8 MT,482899,2013,Mumbai,Petrol,26382,Manual,2,10742
3605,Volkswagen,VentoTRENDLINE PETROL,220000,2011,Mumbai,Petrol,32037,Manual,3,4894
3606,Hyundai,i10MAGNA 1.1 IRDE2,371499,2014,Mumbai,Petrol,13068,Manual,1,8264
3607,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,429699,2016,Mumbai,Petrol,14765,Manual,1,9558
3608,Renault,KwidRXT Opt,318299,2016,Mumbai,Petrol,24601,Manual,1,7080
3609,Maruti,Wagon R 1.0LXI CNG,450899,2017,Mumbai,Petrol + CNG,17999,Manual,1,10030
3610,Renault,KwidRXT 1.0 EASY-R AT OPTION,396799,2018,Mumbai,Petrol,23214,Automatic,1,8827
3611,Maruti,Alto 800LXI,267599,2015,Mumbai,Petrol,3370,Manual,1,5953
3612,Maruti,Alto 800LXI,211899,2014,Mumbai,Petrol,29457,Manual,1,4714
3613,Honda,CityV MT PETROL,337899,2012,Mumbai,Petrol,48291,Manual,1,7516
3614,Honda,CityVX MT PETROL,670699,2015,Mumbai,Petrol,23989,Manual,1,14919
3615,Maruti,Wagon R 1.0LXI CNG,229399,2011,Mumbai,Petrol + CNG,51984,Manual,2,5103
3616,Hyundai,EonD LITE PLUS,204000,2012,Mumbai,Petrol,14795,Manual,1,4538
3617,Hyundai,i10ASTA 1.2 AT KAPPA2 WITH SUNROOF,343099,2013,Mumbai,Petrol,30599,Automatic,3,7632
3618,Hyundai,VernaFLUIDIC 1.6 SX VTVT OPT AT,425899,2011,Mumbai,Petrol,41717,Automatic,1,9474
3619,Maruti,Eeco5 STR WITH AC PLUSHTR,384099,2018,Mumbai,Petrol,7965,Manual,1,8544
3620,Honda,CityS MT PETROL,402999,2012,Mumbai,Petrol,45977,Manual,2,8964
3621,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,314999,2013,Mumbai,Petrol,21404,Manual,1,7007
3622,Honda,Brio1.2 S MT I VTEC,320399,2012,Mumbai,Petrol,42049,Manual,1,7127
3623,Maruti,BalenoZETA 1.2 K12,611299,2017,Mumbai,Petrol,22889,Manual,1,13598
3624,Honda,Jazz1.2 BASE I VTEC,283499,2010,Mumbai,Petrol,43651,Manual,1,6306
3625,Ford,Figo Aspire1.5 TREND DIESEL,596599,2018,Mumbai,Diesel,27760,Manual,1,13271
3626,Hyundai,i10MAGNA 1.2 KAPPA2,225099,2010,Mumbai,Petrol,41923,Manual,2,5007
3627,Honda,Brio1.2 S MT I VTEC,239000,2011,Mumbai,Petrol,55264,Manual,1,5316
3628,Hyundai,i10ERA 1.1 IRDE,200000,2011,Mumbai,Petrol,45682,Manual,2,4449
3629,Skoda,Rapid1.0 AMBITION TSI MT,963499,2020,Mumbai,Petrol,6981,Manual,1,21433
3630,Renault,Lodgy110 PS RXZ 8 STR,488799,2015,Mumbai,Diesel,34812,Manual,1,10873
3631,Hyundai,VernaFLUIDIC 1.6 VTVT SX AT,594199,2014,Mumbai,Petrol,32825,Automatic,2,13218
3632,Honda,Amaze1.5 SMT I DTEC,340000,2013,Mumbai,Diesel,58362,Manual,2,7563
3633,Maruti,CiazVXI,536699,2015,Mumbai,Petrol,34107,Manual,1,11939
3634,Hyundai,XcentS 1.2,415000,2014,Mumbai,Petrol,20488,Manual,1,9231
3635,Maruti,,639599,2017,Mumbai,Petrol,29429,,1,14228
3636,Maruti,Alto 800VXI,255799,2015,Mumbai,Petrol,20229,Manual,2,5690
3637,Maruti,SwiftZXI AMT,656699,2018,Mumbai,Petrol,5844,Automatic,1,14608
3638,Maruti,Wagon R 1.0VXI,250699,2012,Mumbai,Petrol,41270,Manual,2,5577
3639,Maruti,Swift DzireVXI AMT,378399,2014,Mumbai,Petrol,56818,Automatic,1,8417
3640,Hyundai,i10SPORTZ 1.2 KAPPA2,260000,2012,Mumbai,Petrol,45938,Manual,1,5784
3641,Skoda,FabiaELEGANCE 1.6 MPI,217000,2011,Mumbai,Petrol,55702,Manual,1,4827
3642,Maruti,AltoXCITE,148899,2009,Mumbai,Petrol,32330,Manual,1,3312
3643,Hyundai,Grand i10ASTA 1.2 AT VTVT,436399,2015,Mumbai,Petrol,40737,Automatic,1,9707
3644,Maruti,Eeco5 STR WITH AC PLUSHTR,267000,2011,Mumbai,Petrol + CNG,22185,Manual,1,5939
3645,Maruti,Alto K10VXI,185299,2010,Mumbai,Petrol,60727,Manual,1,4122
3646,Honda,WR-V1.2 i-VTEC VX MT,673099,2017,Mumbai,Petrol,30982,Manual,2,14973
3647,Tata,TiagoXZA 1.2 REVOTRON,497099,2018,Mumbai,Petrol,16384,Automatic,1,11058
3648,Renault,TRIBER1.0 RXT,551499,2019,Mumbai,Petrol,2058,Manual,1,12268
3649,Honda,CityS MT PETROL,194199,2009,Mumbai,Petrol,49788,Manual,4,4320
3650,Hyundai,Verna1.4 VTVT E,629999,2018,Mumbai,Petrol,26615,Manual,1,14014
3651,Maruti,Swift DzireVXI 1.2 BS IV,492599,2015,Mumbai,Petrol,52532,Manual,1,10958
3652,Datsun,Go PlusT,372699,2017,Mumbai,Petrol,36625,Manual,1,8290
3653,Hyundai,VernaFLUIDIC 1.6 SX VTVT OPT,446099,2014,Mumbai,Petrol,68191,Manual,2,9923
3654,Chevrolet,Enjoy1.4 LTZ 7 STR,335299,2013,Mumbai,Petrol,38522,Manual,1,7459
3655,Maruti,CiazVXI PLUS,560199,2015,Mumbai,Petrol,48551,Manual,1,12461
3656,Tata,NanoXT TWIST,110000,2014,Mumbai,Petrol,48794,Manual,1,2447
3657,Tata,NEXONXZA + 1.2 PETROL A/T,881499,2019,Mumbai,Petrol,11206,Automatic,1,19608
3658,Maruti,DzireVXI,633699,2019,Mumbai,Petrol,8379,Manual,1,14096
3659,Volkswagen,PoloGT TSI 1.2 PETROL AT,501899,2014,Mumbai,Petrol,49698,Automatic,1,11164
3660,Hyundai,i20SPORTZ 1.2 O,251199,2010,Mumbai,Petrol,74425,Manual,2,5588
3661,Honda,Accord2.4 AT I VTEC,378000,2010,Mumbai,Petrol + CNG,66757,Automatic,2,8408
3662,Ford,Ecosport1.5 TITANIUM TI VCT AT,536299,2015,Mumbai,Petrol,49065,Automatic,2,11930
3663,Audi,Q330 TFSI S TRONIC,2270199,2017,Mumbai,Petrol,23053,Automatic,1,50499
3664,Hyundai,VernaFLUIDIC 1.6 SX VTVT,430499,2012,Mumbai,Petrol,64134,Manual,1,9576
3665,Hyundai,Elite i201.2  ASTA (O) CVT,853699,2019,Mumbai,Petrol,2728,Automatic,1,18990
3666,Honda,CityV MT PETROL,225000,2009,Mumbai,Petrol,88646,Manual,2,5005
3667,Maruti,CelerioVXI AMT,338099,2015,Mumbai,Petrol,73536,Automatic,1,7521
3668,Maruti,CiazVXI PLUS,558999,2016,Mumbai,Petrol,58113,Manual,1,12435
3669,Chevrolet,Sail UVA1.3 LS,180000,2013,Mumbai,Diesel,75518,Manual,2,4004
3670,Hyundai,Creta1.6 E + VTVT,802599,2017,Mumbai,Petrol,26413,Manual,1,17853
3671,Maruti,,747899,2019,Mumbai,Petrol,3764,,1,16637
3672,Honda,WR-V1.2 i-VTEC VX MT,757599,2018,Mumbai,Petrol,17665,Manual,1,16852
3673,Ford,Ecosport1.5 TITANIUM TI VCT AT,782099,2017,Mumbai,Petrol,43460,Automatic,1,17397
3674,Honda,WR-V1.5 i-DTEC VX MT,812999,2018,Mumbai,Diesel,37639,Manual,1,18085
3675,Maruti,Wagon R DuoLXI LPG,159799,2008,Mumbai,Petrol + LPG,80322,Manual,1,3555
3676,Skoda,Superb1.8 TSI STYLE AT,1555999,2016,Mumbai,Petrol,15997,Automatic,1,34612
3677,Maruti,SwiftVDI ABS,183499,2008,Mumbai,Diesel,108344,Manual,2,4082
3678,Hyundai,i10MAGNA 1.2,146099,2009,Mumbai,Petrol,65198,Manual,2,3250
3679,Nissan,TerranoXL PLUS 85 PS DEISEL,406599,2013,Mumbai,Diesel,79096,Manual,2,9045
3680,Hyundai,i10SPORTZ 1.2,154000,2008,Mumbai,Petrol,64719,Manual,2,3426
3681,Volkswagen,VentoHIGHLINE PETROL,393299,2013,Mumbai,Petrol,73451,Manual,1,8749
3682,Maruti,ErtigaVXI CNG,635000,2014,Mumbai,Petrol + CNG,52139,Manual,1,14125
3683,Toyota,,808099,2018,Mumbai,Petrol,26989,,1,17976
3684,Honda,CityS MT PETROL,343299,2011,Mumbai,Petrol,101973,Manual,2,7636
3685,Maruti,Wagon R 1.0VXI,287199,2010,Mumbai,Petrol + CNG,71429,Manual,1,6389
3686,Hyundai,XcentS 1.2 OPT,378699,2015,Mumbai,Petrol + CNG,82445,Manual,2,8424
3687,Renault,Duster85 PS RXL,370999,2013,Mumbai,Diesel,73503,Manual,2,8253
3688,Hyundai,Creta1.6 SX PLUS PETROL,790000,2015,Mumbai,Petrol,57176,Manual,1,17573
3689,Maruti,Swift DzireZXI 1.2 BS IV,290000,2011,Mumbai,Petrol,85363,Manual,2,6451
3690,Honda,CityZX CVT,1015499,2017,Mumbai,Petrol,12369,Automatic,1,22589
3691,Maruti,Wagon R 1.0VXI,218499,2012,Mumbai,Petrol,98462,Manual,1,4860
3692,Maruti,RitzVDI,270500,2012,Mumbai,Diesel,88243,Manual,2,6017
3693,Maruti,Wagon R 1.0LXI CNG,247299,2011,Mumbai,Petrol + CNG,98542,Manual,1,5501
3694,Ford,,836999,2018,Mumbai,Petrol,46610,,2,18619
3695,Skoda,Superb1.8 TSI LK AT,1808099,2017,Mumbai,Petrol,22115,Automatic,2,40220
3696,Hyundai,Verna1.6 SX VTVT AT (O),1136899,2018,Mumbai,Petrol,19407,Automatic,1,25290
3697,Toyota,Innova Crysta2.4 VX 8 STR,1624899,2017,Mumbai,Diesel,68460,Manual,1,36145
3698,Toyota,Innova CrystaTouring Sport Diesel AT,1562799,2017,Mumbai,Diesel,54730,Automatic,3,34764
3699,Maruti,Swift DzireVDI BS IV,401799,2012,Mumbai,Diesel,92029,Manual,2,8938
3700,Ford,Ecosport1.5 TITANIUM TI VCT,797000,2017,Mumbai,Petrol,5426,Manual,1,17729
3701,Maruti,Vitara BrezzaZDI+ DUAL TONE AMT,864299,2018,Mumbai,Diesel,54432,Manual,1,19226
3702,Maruti,ErtigaVXI CNG,559399,2014,Mumbai,Petrol + CNG,84139,Manual,1,12444
3703,Honda,Jazz1.2 SELECT I VTEC,284999,2011,Mumbai,Petrol,120872,Manual,1,6340
3704,Maruti,ErtigaVXI CNG,755000,2016,Mumbai,Petrol + CNG,57592,Manual,1,16795
3705,Maruti,CelerioVXI CNG,411199,2014,Mumbai,Petrol + CNG,78459,Manual,1,9147
3706,Hyundai,VernaFLUIDIC 1.6 SX CRDI,406499,2012,Mumbai,Diesel,108034,Manual,2,9042
3707,Toyota,Innova2.5 V 8 STR,554599,2009,Mumbai,Diesel,101849,Manual,1,12337
3708,Maruti,Eeco5 STR CNG WITH AC PLUSHTR,359000,2015,Mumbai,Petrol + CNG,68462,Manual,1,7986
3709,Maruti,CelerioVXI CNG,385000,2015,Mumbai,Petrol + CNG,88957,Manual,1,8564
3710,Hyundai,New Elantra1.6 SX AT,1025000,2016,Mumbai,Diesel,53288,Manual,1,22801
3711,Honda,,827099,2013,Mumbai,Petrol,80807,,1,18398
3712,Maruti,Swift DzireVXI 1.2 BS IV,385899,2013,Mumbai,Petrol,169893,Manual,1,8584
3713,Toyota,Innova Crysta2.8 GX AT 8 STR,1295199,2016,Mumbai,Diesel,213972,Automatic,1,28811
3714,Honda,CityV MT PETROL,297000,2010,Mumbai,Petrol,112997,Manual,1,6607
3715,Maruti,Swift DzireZDI,547399,2015,Mumbai,Diesel,152963,Manual,1,12177
3716,Maruti,ErtigaVDI ABS,508899,2012,Mumbai,Diesel,120899,Manual,1,11320
3717,Maruti,SwiftLXI,249699,2011,Mumbai,Petrol,167878,Manual,2,5554
3718,Maruti,Wagon R 1.0LXI CNG,256000,2011,Mumbai,Petrol + CNG,162887,Manual,1,5695
3719,Maruti,ErtigaVDI ABS,485099,2012,Mumbai,Diesel,242900,Manual,1,10791
3720,Toyota,Fortuner2.8 4x2 AT,2282499,2016,Mumbai,Diesel,146630,Automatic,1,50773
3721,Toyota,Innova2.5 G4 8 STR,496999,2010,Mumbai,Diesel,249011,Manual,1,11055
3722,Toyota,Prius1.8 Z3,376899,2010,Mumbai,Petrol,104636,Automatic,2,8384
3723,Maruti,ErtigaVXI CNG,785000,2016,Mumbai,Petrol + CNG,47403,Manual,1,17462
3724,Renault,TRIBER1.0 RXT,569599,2019,Mumbai,Petrol,14622,Manual,1,12670
3725,Maruti,CelerioVXI AMT,397599,2015,Mumbai,Petrol,3602,Automatic,1,8844
3726,Hyundai,i10SPORTZ 1.2 AT KAPPA2,239399,2011,Mumbai,Petrol,23073,Automatic,2,5325
3727,Hyundai,i10SPORTZ 1.2,215699,2008,Mumbai,Petrol,30958,Manual,1,4798
3728,Maruti,Eeco5 STR CNG WITH AC PLUSHTR,220399,2011,Mumbai,Petrol + CNG,60023,Manual,1,4903
3729,Honda,CitySV MT PETROL,510799,2014,Mumbai,Petrol,14587,Manual,1,11362
3730,Renault,KwidRXT 1.0 EASY-R AT OPTION,425099,2018,Mumbai,Petrol,13181,Automatic,1,9456
3731,Maruti,Vitara BrezzaLDI OPT,742599,2018,Mumbai,Diesel,28641,Manual,1,16519
3732,Hyundai,VernaFLUIDIC 1.6 SX VTVT OPT,449399,2012,Mumbai,Petrol,42231,Manual,1,9997
3733,Hyundai,VernaFLUIDIC 1.6 SX VTVT OPT,315399,2011,Mumbai,Petrol,71303,Manual,3,7016
3734,Hyundai,i10MAGNA 1.2,156999,2009,Mumbai,Petrol,85659,Manual,3,3492
3735,Maruti,ErtigaVXI CNG,602399,2014,Mumbai,Petrol + CNG,71357,Manual,2,13400
3736,Maruti,Wagon RLXI,175000,2010,Mumbai,Petrol + CNG,90996,Manual,2,3893
3737,Hyundai,EonSPORTZ,219000,2013,Mumbai,Petrol,45213,Manual,2,4872
3738,Maruti,CelerioVXI,455799,2017,Mumbai,Petrol,7536,Manual,1,10139
3739,Datsun,GoT,203699,2014,Mumbai,Petrol,34064,Manual,2,4531
3740,Maruti,Swift DzireVXI,269199,2009,Mumbai,Petrol,42533,Manual,2,5988
3741,Maruti,Alto 800LXI,203099,2013,Mumbai,Petrol,25478,Manual,1,4518
3742,Maruti,CelerioVXI,362799,2014,Mumbai,Petrol,15206,Manual,1,8070
3743,Maruti,Alto K10LXI,182499,2011,Mumbai,Petrol,43815,Manual,2,4060
3744,Ford,Figo1.2 ZXI DURATEC,237799,2013,Mumbai,Petrol,22618,Manual,2,5290
3745,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,297399,2011,Mumbai,Petrol,38579,Manual,1,6615
3746,Maruti,Alto 800LXI,300699,2015,Mumbai,Petrol,9969,Manual,1,6689
3747,Hyundai,i20SPORTZ 1.2 VTVT,372099,2012,Mumbai,Petrol,36614,Manual,2,8277
3748,Maruti,SwiftVXI,623999,2020,Mumbai,Petrol,15527,Manual,1,13881
3749,Ford,Figo1.2 EXI DURATEC,183699,2010,Mumbai,Petrol,40145,Manual,2,4086
3750,Toyota,Etios LivaG,268999,2011,Mumbai,Petrol,18893,Manual,1,5984
3751,Maruti,,317399,2016,Mumbai,Petrol,25943,,1,7060
3752,Renault,,409399,2017,Mumbai,Petrol,25497,,1,9107
3753,Honda,Jazz1.2 BASE I VTEC,279899,2010,Mumbai,Petrol,41759,Manual,1,6226
3754,Honda,Civic1.8V AT,292799,2010,Mumbai,Petrol,58455,Automatic,2,6513
3755,Maruti,Alto K10VXI,279299,2015,Mumbai,Petrol,12657,Manual,1,6213
3756,Renault,KwidRXT Opt,297399,2016,Mumbai,Petrol,16887,Manual,2,6615
3757,Maruti,Wagon R 1.0VXI,290599,2012,Mumbai,Petrol,21852,Manual,1,6464
3758,Maruti,AltoLXI,192399,2011,Mumbai,Petrol,48837,Manual,1,4280
3759,Maruti,SwiftVXI,395899,2014,Mumbai,Petrol,35965,Manual,1,8807
3760,Maruti,Alto K10VXI,268299,2014,Mumbai,Petrol,29178,Manual,1,5968
3761,Maruti,Alto 800LXI,289799,2014,Mumbai,Petrol,9503,Manual,1,6446
3762,Maruti,Alto K10VXI AMT,340999,2015,Mumbai,Petrol,9013,Manual,1,7585
3763,Honda,Brio1.2 S MT I VTEC,311199,2013,Mumbai,Petrol,37291,Manual,1,6922
3764,Maruti,CelerioZXI AMT,411499,2016,Mumbai,Petrol,26772,Automatic,1,9154
3765,Hyundai,i10MAGNA 1.1 IRDE2,364199,2016,Mumbai,Petrol,12479,Manual,1,8101
3766,Hyundai,i20MAGNA O 1.2,324999,2011,Mumbai,Petrol,58202,Manual,2,7229
3767,Maruti,Alto 800LXI,293699,2016,Mumbai,Petrol,18780,Manual,1,6533
3768,Maruti,Swift DzireVXI 1.2 BS IV,504699,2015,Mumbai,Petrol,36553,Manual,1,11227
3769,Hyundai,i20SPORTZ 1.2 VTVT,363799,2012,Mumbai,Petrol,36697,Manual,2,8093
3770,Hyundai,VernaFLUIDIC 1.6 VTVT S (O)  MT,526399,2015,Mumbai,Petrol,25274,Manual,1,11709
3771,Maruti,Wagon RVXI,243799,2010,Mumbai,Petrol,33318,Manual,1,5423
3772,Maruti,SwiftVXI,245599,2010,Mumbai,Petrol,33870,Manual,2,5463
3773,Maruti,Alto 800LXI,308099,2015,Mumbai,Petrol,13222,Manual,1,6853
3774,Maruti,Wagon R 1.0VXI,284599,2012,Mumbai,Petrol,37135,Manual,1,6331
3775,Honda,Brio1.2 S MT I VTEC,352599,2014,Mumbai,Petrol,28842,Manual,2,7843
3776,Toyota,EtiosVX,304699,2011,Mumbai,Petrol,66259,Manual,1,6778
3777,Hyundai,i10SPORTZ 1.2 KAPPA2,302199,2011,Mumbai,Petrol,43458,Manual,1,6722
3778,Maruti,Wagon R 1.0VXI,340399,2014,Mumbai,Petrol,38458,Manual,1,7572
3779,Honda,CityV MT PETROL,393599,2012,Mumbai,Petrol,44443,Manual,1,8755
3780,Hyundai,i20SPORTZ 1.2 VTVT,447899,2013,Mumbai,Petrol,45254,Manual,1,9963
3781,Maruti,Alto 800LXI,260499,2014,Mumbai,Petrol,22626,Manual,2,5795
3782,Maruti,Alto 800LXI,289999,2015,Mumbai,Petrol,19793,Manual,1,6451
3783,Hyundai,Santro XingGLS,182399,2011,Mumbai,Petrol,67685,Manual,2,4057
3784,Maruti,Swift DzireVXI 1.2 BS IV,531299,2015,Mumbai,Petrol,14881,Manual,1,11818
3785,Maruti,Alto 800LXI,334799,2017,Mumbai,Petrol,15483,Manual,1,7447
3786,Maruti,Alto K10LXI,145199,2010,Mumbai,Petrol,41208,Manual,2,3230
3787,Maruti,A StarVXI,221499,2010,Mumbai,Petrol,25211,Manual,2,4927
3788,Maruti,Alto 800LXI,355399,2018,Mumbai,Petrol,4065,Manual,1,7906
3789,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,337299,2014,Mumbai,Petrol,18534,Manual,2,7503
3790,Maruti,CelerioZXI OPT AMT,409899,2016,Mumbai,Petrol,32156,Automatic,1,9118
3791,Maruti,SwiftVXI,373099,2014,Mumbai,Petrol,43680,Manual,2,8299
3792,Maruti,CelerioZXI,435299,2017,Mumbai,Petrol,23841,Manual,1,9683
3793,Honda,Brio1.2 V MT I VTEC,331499,2012,Mumbai,Petrol,36244,Manual,1,7374
3794,Maruti,Alto K10VXI,325199,2015,Mumbai,Petrol,34049,Manual,1,7234
3795,Maruti,Alto K10VXI,309499,2017,Mumbai,Petrol,14391,Manual,1,6885
3796,Maruti,SwiftVXI LIMITED EDITION,501199,2017,Mumbai,Petrol,27809,Manual,1,11149
3797,Maruti,New  Wagon-RZXI 1.2,578799,2020,Mumbai,Petrol,4086,Manual,1,12875
3798,Maruti,Alto 800LXI,269299,2014,Mumbai,Petrol,34408,Manual,1,5990
3799,Maruti,SwiftVXI,406999,2013,Mumbai,Petrol,29982,Manual,1,9053
3800,Maruti,Eeco5 STR,220999,2011,Mumbai,Petrol,55911,Manual,1,4916
3801,Maruti,Alto K10VXI,238399,2013,Mumbai,Petrol,43203,Manual,2,5303
3802,Maruti,Alto 800LXI,346299,2018,Mumbai,Petrol,17517,Manual,1,7703
3803,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,405799,2016,Mumbai,Petrol,21840,Manual,2,9027
3804,Maruti,Wagon R 1.0VXI,404399,2017,Mumbai,Petrol,11047,Manual,3,8996
3805,Maruti,Wagon R 1.0VXI PLUS,438599,2017,Mumbai,Petrol,12889,Manual,1,9756
3806,Maruti,A StarVXI ABS AT,244099,2012,Mumbai,Petrol,20810,Automatic,2,5430
3807,Hyundai,,521499,2018,Mumbai,Petrol,6874,,1,11600
3808,Maruti,Alto 800LXI,309599,2016,Mumbai,Petrol,33699,Manual,1,6887
3809,Hyundai,i10MAGNA 1.1 IRDE2,294199,2012,Mumbai,Petrol,33209,Manual,1,6544
3810,KIA,,2046999,2020,Mumbai,Petrol,2787,,1,45534
3811,Maruti,Alto 800LXI,263399,2017,Mumbai,Petrol,25919,Manual,2,5859
3812,Honda,Amaze1.2 SMT I VTEC,407499,2014,Mumbai,Petrol,49724,Manual,1,9065
3813,Renault,KwidRXL,263399,2016,Mumbai,Petrol,20385,Manual,1,5859
3814,Ford,Ecosport1.5 TREND TI VCT,481899,2014,Mumbai,Petrol,24887,Manual,1,10720
3815,Maruti,SwiftVXI,482999,2015,Mumbai,Petrol,24846,Manual,1,10744
3816,Honda,CityV MT PETROL,667399,2016,Mumbai,Petrol,23773,Manual,1,14846
3817,KIA,SELTOSHTX 1.5 DIESEL,1635999,2020,Mumbai,Diesel,2765,Manual,1,36392
3818,Toyota,Etios LivaG,301899,2014,Mumbai,Petrol,52146,Manual,2,6716
3819,Mahindra,Kuv100K8 6 STR,354299,2016,Mumbai,Petrol,40626,Manual,2,7881
3820,Maruti,Alto 800LXI,296799,2015,Mumbai,Petrol,43209,Manual,1,6602
3821,Maruti,Wagon R 1.0VXI,335699,2012,Mumbai,Petrol,48633,Manual,1,7467
3822,Maruti,SwiftVXI OPT,529599,2017,Mumbai,Petrol,9825,Manual,1,11781
3823,Hyundai,i20 Active1.2 S,528999,2016,Mumbai,Petrol,22069,Manual,2,11767
3824,Maruti,Wagon R 1.0VXI,411599,2015,Mumbai,Petrol,32660,Manual,1,9156
3825,Toyota,Etios LivaG,246599,2011,Mumbai,Petrol,36419,Manual,2,5485
3826,Maruti,Alto 800VXI,332799,2017,Mumbai,Petrol,33832,Manual,1,7403
3827,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,435099,2016,Mumbai,Petrol,33475,Manual,2,9679
3828,Maruti,Wagon R 1.0VXI,363799,2015,Mumbai,Petrol,39094,Manual,2,8093
3829,Maruti,Wagon R 1.0VXI,395899,2017,Mumbai,Petrol,20577,Manual,1,8807
3830,Maruti,BalenoDELTA 1.2 K12,627899,2018,Mumbai,Petrol,8519,Manual,1,13967
3831,Maruti,DzireVXI AMT,659599,2017,Mumbai,Petrol,19612,Automatic,1,14672
3832,Hyundai,Elite i20ASTA 1.2,572299,2015,Mumbai,Petrol,32717,Manual,2,12730
3833,Ford,Ecosport1.5 TREND TDCI,408499,2013,Mumbai,Diesel,72432,Manual,4,9087
3834,Maruti,CelerioZXI,436299,2016,Mumbai,Petrol,39495,Manual,1,9705
3835,Maruti,Alto K10VXI,217699,2011,Mumbai,Petrol,57906,Manual,3,4843
3836,Hyundai,i10SPORTZ 1.2,221899,2010,Mumbai,Petrol,50705,Manual,1,4936
3837,Honda,Brio1.2 S MT I VTEC,280999,2012,Mumbai,Petrol,58375,Manual,2,6251
3838,Maruti,Alto 800LXI,251499,2014,Mumbai,Petrol,51085,Manual,2,5594
3839,Hyundai,Grand i10ASTA AT 1.2 KAPPA VTVT,467299,2015,Mumbai,Petrol,31300,Manual,2,10395
3840,Maruti,SwiftZXI,468899,2014,Mumbai,Petrol,43085,Manual,1,10430
3841,Maruti,CelerioVXI,376399,2014,Mumbai,Petrol,48110,Manual,1,8373
3842,Volkswagen,VentoTRENDLINE PETROL,241499,2010,Mumbai,Petrol,42013,Manual,1,5372
3843,Hyundai,i10MAGNA 1.2,225899,2010,Mumbai,Petrol,56204,Manual,3,5025
3844,Hyundai,i10MAGNA 1.2,221099,2010,Mumbai,Petrol,66817,Manual,1,4918
3845,Hyundai,i20ASTA 1.2,424499,2014,Mumbai,Petrol,23576,Manual,1,9443
3846,Hyundai,i10ASTA 1.2 KAPPA2,301999,2011,Mumbai,Petrol,43831,Manual,2,6718
3847,Toyota,EtiosG,295899,2011,Mumbai,Petrol,69474,Manual,1,6582
3848,Honda,CityS MT PETROL,304599,2011,Mumbai,Petrol,73611,Manual,2,6776
3849,Maruti,Alto K10VXI,262399,2014,Mumbai,Petrol,60402,Manual,1,5837
